record_id,occurence_month,ncic,total_number_of_victims,total_number_of_individual_victims,suspects_race_as_a_group,total_number_of_suspects,most_serious_ucr,most_serious_ucr_type,most_serious_location,most_serious_bias,most_serious_bias_type,most_serious_victim_type,weapon_type,offensive_act,is_multiple_bias,total_number_of_individual_victims_adult,total_number_of_individual_victims_juvenile,total_number_of_suspects_adult,total_number_of_suspects_juvenile,suspects_ethnicity_as_a_group,data_loaded_at
CA00-0000035384,3/1/2021,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000035386,3/1/2021,3801,1,1,Black or African American,1,Intimidation,Violent Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000035395,2/1/2021,3801,1,1,Unknown,1,Intimidation,Violent Crimes,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,Unknown,11/15/2023 11:01
CA00-0000035398,3/1/2021,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000035399,3/1/2021,3801,1,1,Unknown,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Unknown,11/15/2023 11:01
CA00-0000035403,3/1/2021,3801,5,5,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",,,5,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000035404,3/1/2021,3801,1,1,Asian,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000035492,4/1/2021,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000035493,4/1/2021,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Daubing of swastika,,1,0,0,0,Unknown,11/15/2023 11:01
CA00-0000035494,5/1/2021,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Liquor Store,Anti-Jewish,Religion,Business,,Graffiti,,0,0,0,0,Unknown,11/15/2023 11:01
CA00-0000035502,3/1/2021,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Unknown,Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000035554,5/1/2021,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000035575,5/1/2021,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,,Graffiti,,0,0,0,0,Unknown,11/15/2023 11:01
CA00-0000035576,5/1/2021,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Jewish,Religion,Business,,Graffiti,,0,0,0,0,Unknown,11/15/2023 11:01
CA00-0000035577,4/1/2021,3801,1,1,Group of Multiple Races,4,Destruction/Damage/Vandalism,Property Crimes,Shopping Mall,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Graffiti,,1,0,4,0,,11/15/2023 11:01
CA00-0000035634,3/1/2021,3801,1,1,Black or African American,1,Burglary,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,Not Hispanic or Latino,11/15/2023 11:01
CA00-0000035635,4/1/2021,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000035636,4/1/2021,3801,3,3,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,3,0,1,0,,11/15/2023 11:01
CA00-0000035637,4/1/2021,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000035638,5/1/2021,3801,1,1,Unknown,1,Simple Assault,Violent Crimes,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000035639,5/1/2021,3801,1,1,Black or African American,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,1,0,2,0,,11/15/2023 11:01
CA00-0000035640,3/1/2021,3801,1,1,Group of Multiple Races,4,Intimidation,Violent Crimes,Other/Unknown,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,0,4,,11/15/2023 11:01
CA00-0000035641,5/1/2021,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000035708,1/1/2021,3801,1,1,Black or African American,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,2,0,,11/15/2023 11:01
CA00-0000035709,6/1/2021,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Jewish,Religion,Business,,Graffiti,,0,0,0,0,Unknown,11/15/2023 11:01
CA00-0000035710,6/1/2021,3801,1,1,White,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000035711,6/1/2021,3801,2,2,White,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,2,0,1,0,,11/15/2023 11:01
CA00-0000035745,6/1/2021,3801,1,1,Unknown,4,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,4,0,,11/15/2023 11:01
CA00-0000035746,2/1/2021,3801,1,1,White,1,Simple Assault,Violent Crimes,Commercial/Office Building,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000035747,6/1/2021,3801,2,2,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,2,0,1,0,,11/15/2023 11:01
CA00-0000035796,7/1/2021,3801,1,1,White,3,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,1,0,3,0,,11/15/2023 11:01
CA00-0000035859,7/1/2021,3801,1,0,Unknown,2,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Business,,Graffiti,,0,0,2,0,Unknown,11/15/2023 11:01
CA00-0000035860,7/1/2021,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,0,1,1,0,,11/15/2023 11:01
CA00-0000035861,7/1/2021,3801,1,1,White,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000035984,7/1/2021,3801,1,1,White,1,Simple Assault,Violent Crimes,Government/Public Building,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000035985,7/1/2021,3801,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000035986,7/1/2021,3801,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000035987,7/1/2021,3801,1,1,Unknown,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000035988,7/1/2021,3801,1,1,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000035989,7/1/2021,3801,2,2,White,1,Simple Assault,Violent Crimes,Park/Playground,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,2,0,1,0,,11/15/2023 11:01
CA00-0000035990,8/1/2021,3801,3,3,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,3,0,1,0,,11/15/2023 11:01
CA00-0000036015,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036016,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036017,6/1/2021,3801,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Person,,,,1,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036018,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036019,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036020,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036021,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036022,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036023,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036024,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036025,4/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036026,4/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036027,5/1/2021,3801,1,0,White,1,Burglary,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036028,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036029,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036030,5/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036031,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036032,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036033,6/1/2021,3801,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Asian,Race/Ethnicity/Ancestry,Person,,,,1,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036034,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036035,8/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036036,6/1/2021,3801,2,2,White,1,Burglary,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Asian,Race/Ethnicity/Ancestry,Person,,,,2,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036037,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036038,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Convenience Store,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036039,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036040,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036041,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Convenience Store,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036042,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036043,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036044,6/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Asian,Race/Ethnicity/Ancestry,Business,,,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036046,8/1/2021,3801,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,,,1,0,1,0,,11/15/2023 11:01
CA00-0000036047,8/1/2021,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,,,1,0,0,0,Unknown,11/15/2023 11:01
CA00-0000036048,8/1/2021,3801,1,1,Unknown,1,Intimidation,Violent Crimes,Bar/Night Club,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,,,1,0,1,0,,11/15/2023 11:01
CA00-0000036062,8/1/2021,3801,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,1,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036063,8/1/2021,3801,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000036064,8/1/2021,3801,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000036065,8/1/2021,3801,1,1,Group of Multiple Races,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,3,0,,11/15/2023 11:01
CA00-0000036111,8/1/2021,3801,1,1,White,1,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000036121,9/1/2021,3801,1,1,White,1,Simple Assault,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",,,1,0,1,0,,11/15/2023 11:01
CA00-0000036122,9/1/2021,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Field/Woods/Park,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Vehicle,,,1,0,1,0,,11/15/2023 11:01
CA00-0000036146,9/1/2021,3801,2,2,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,2,0,1,0,,11/15/2023 11:01
CA00-0000036203,9/1/2021,3801,1,1,White,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,3,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036205,9/1/2021,3801,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000036206,9/1/2021,3801,1,1,Unknown,2,Simple Assault,Violent Crimes,Commercial/Office Building,Anti-Gay (Male),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,2,0,,11/15/2023 11:01
CA00-0000036207,9/1/2021,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000036208,9/1/2021,3801,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,0,1,1,0,,11/15/2023 11:01
CA00-0000036209,9/1/2021,3801,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000036210,9/1/2021,3801,1,1,Unknown,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000036215,3/1/2021,3801,1,1,Black or African American,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",,,1,0,2,0,,11/15/2023 11:01
CA00-0000036216,3/1/2021,3801,1,1,Black or African American,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",,,1,0,2,0,,11/15/2023 11:01
CA00-0000036217,3/1/2021,3801,1,1,Black or African American,3,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",,,1,0,3,0,,11/15/2023 11:01
CA00-0000036218,8/1/2021,3801,2,2,Black or African American,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",,,2,0,2,0,,11/15/2023 11:01
CA00-0000036219,8/1/2021,3801,1,1,Black or African American,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,,,,1,0,2,0,,11/15/2023 11:01
CA00-0000036220,9/1/2021,3801,1,1,Group of Multiple Races,3,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",,,1,0,3,0,,11/15/2023 11:01
CA00-0000036294,10/1/2021,3801,1,1,White,1,Intimidation,Violent Crimes,Bar/Night Club,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000036295,10/1/2021,3801,1,1,Black or African American,2,Simple Assault,Violent Crimes,School-Elementary/Secondary,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,0,1,0,2,,11/15/2023 11:01
CA00-0000036369,10/1/2021,3801,1,1,Asian,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,2,0,,11/15/2023 11:01
CA00-0000036444,11/1/2021,3801,1,0,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,,Graffiti,,0,0,1,0,Unknown,11/15/2023 11:01
CA00-0000036445,11/1/2021,3801,2,2,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,2,0,1,0,Unknown,11/15/2023 11:01
CA00-0000036446,11/1/2021,3801,1,1,White,1,Simple Assault,Violent Crimes,Department/Discount Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000036447,11/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion,Religious,,Other,,0,0,1,0,,11/15/2023 11:01
CA00-0000036448,11/1/2021,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",,,1,0,1,0,,11/15/2023 11:01
CA00-0000036449,11/1/2021,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Business,,Daubing of swastika,,0,0,0,0,Unknown,11/15/2023 11:01
CA00-0000036450,11/1/2021,3801,3,3,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,3,0,1,0,,11/15/2023 11:01
CA00-0000036667,12/1/2021,3801,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000036668,12/1/2021,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Community Center,Anti-Jewish,Religion,Business,,Graffiti,,0,0,1,0,Hispanic or Latino,11/15/2023 11:01
CA00-0000036669,12/1/2021,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,,11/15/2023 11:01
CA00-0000036892,7/1/2021,3801,1,0,Unknown,2,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Government,,Graffiti,,0,0,2,0,Unknown,11/15/2023 11:01
CA01-0000001749,9/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA01-0000001750,1/1/2001,3801,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
